ticker,company_name
RMR,The RMR Group Inc. - Class A Common Stock
RMSG,Real Messenger Corporation - Ordinary Shares
RMSGW,Real Messenger Corporation - Warrants
RND,First Trust Exchange-Traded Fund VI First Trust Bloomberg R&D Leaders ETF
RNEM,Emerging Markets Equity Select ETF
RNIN,Bushido Capital US SMID Cap Equity ETF
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNRG,Global X Renewable Energy Producers ETF
RNST,Renasant Corporation Common Stock
RNTY,Tidal Trust II YieldMax  Target 12  Real Estate Option Income ETF
RNW,ReNew Energy Global plc - Class A Shares
RNWWW,ReNew Energy Global plc - Warrant
RNWZ,Listed Funds Trust TrueShares Eagle Global Renewable Energy Income ETF
ROAM,Hartford Multifactor Emerging Markets ETF
ROBN,ETF Opportunities Trust T-Rex 2X Long HOOD Daily Target ETF
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automation Index ETF
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF
RODM,Hartford Multifactor Developed Markets (ex-US) ETF
ROE,Astoria US Equal Weight Quality Kings ETF
ROG,Rogers Corporation Common Stock
ROIV,Roivant Sciences Ltd. - Common Shares
ROKT,SPDR S&P Kensho Final Frontiers ETF
ROM,ProShares Ultra Technology
ROMA,Roma Green Finance Limited - Ordinary Shares
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF
ROPE,EA Series Trust Coastal Compass 100 ETF
RORO,ATAC US Rotation ETF
ROSC,Hartford Multifactor Small Cap ETF
ROUS,Hartford Multifactor U.S. Equity ETF
RPAR,RPAR Risk Parity ETF
RPAY,Repay Holdings Corporation - Class A Common Stock
RPG,Invesco S&P 500 Pure Growth ETF
RPHS,Two Roads Shared Trust Regents Park Hedged Market Strategy ETF
RPM,RPM International Inc. Common Stock
RPRX,Royalty Pharma plc - Class A Ordinary Shares
RPT,Rithm Property Trust Inc. Common stock
RPT$C,Rithm Property Trust Inc. 9.875% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
RPTX,Repare Therapeutics Inc. - Common Shares
RPV,Invesco S&P 500 Pure Value ETF
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RR,Richtech Robotics Inc. - Class B Common Stock
RRC,Range Resources Corporation Common Stock
RRGB,Red Robin Gourmet Burgers Inc
RRX,Regal Rexnord Corporation Common Stock
RSBA,Tidal Trust II Return Stacked Bonds & Merger Arbitrage ETF
RSBT,Return Stacked Bonds & Managed Futures ETF
RSBY,Tidal Trust II Return Stacked Bonds & Futures Yield ETF
RSDE,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Equal Weight Buffer ETF - December
RSEE,Collaborative Investment Series Trust Rareview Systematic Equity ETF
RSF,RiverNorth Capital and Income Fund Common Stock
RSHO,Tema ETF Trust Tema American Reshoring ETF
RSJN,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Equal Weight Buffer ETF - June
RSKD,Riskified Ltd. Class A Ordinary Shares
RSMC,Tidal Trust III Rockefeller U.S. Small-Mid Cap ETF
RSMR,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Equal Weight Buffer ETF - March
RSMV,Listed Funds Trust Relative Strength Managed Volatility Strategy ETF
RSP,Invesco S&P 500 Equal Weight ETF
RSPA,Invesco Actively Managed Exchange-Traded Fund Trus Invesco S&P 500 Equal Weight Income Advantage ETF
RSPC,Invesco S&P 500 Equal Weight Communication Services ETF
RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF
RSPE,Invesco ESG S&P 500 Equal Weight ETF
RSPF,Invesco S&P 500 Equal Weight Financial ETF
RSPG,Invesco S&P 500 Equal Weight Energy ETF
RSPH,Invesco S&P 500 Equal Weight Health Care ETF
RSPM,Invesco S&P 500 Equal Weight Materials ETF
RSPN,Invesco S&P 500 Equal Weight Industrials Portfolio
RSPR,Invesco S&P 500 Equal Weight Real Estate ETF
RSPS,Invesco S&P 500 Equal Weight Consumer Staples ETF
RSPT,Invesco S&P 500 Equal Weight Technology ETF
RSPU,Invesco S&P 500 Equal Weight Utilities ETF
RSSB,Tidal Trust II Return Stacked Global Stocks & Bonds ETF
RSSE,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Equal Weight Buffer ETF  September
RSSL,Global X Funds Global X Russell 2000 ETF
RSST,Tidal Trust II Return Stacked U.S. Stocks & Managed Futures ETF
RSSX,Tidal Trust II Return Stacked U.S. Stocks & Gold/Bitcoin ETF
RSSY,Tidal Trust II Return Stacked U.S. Stocks & Futures Yield ETF
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares
RTACU,Renatus Tactical Acquisition Corp I - Unit
RTACW,Renatus Tactical Acquisition Corp I - Warrant
RTAI,Rareview Tax Advantaged Income ETF
RTH,VanEck Retail ETF
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares)
RTRE,Collaborative Investment Series Trust Rareview Total Return Bond ETF
RTX,RTX Corporation Common Stock
RTXG,Leverage Shares 2X Long RTX Daily ETF
RUBI,Rubico Inc. - Common Stock
RULE,Adaptive Core ETF
RUM,Rumble Inc. - Class A Common Stock
RUMBW,Rumble Inc. - Warrant
RUN,Sunrun Inc. - Common Stock
RUNN,Running Oak Efficient Growth ETF
RUSC,US Small Cap Equity Active ETF
RUTH,Ruth's Hospitality Group Inc
RVER,Advisor Managed Portfolios Trenchless Fund ETF
RVNL,GraniteShares 2x Long RIVN Daily ETF
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF
RVRB,Advisors Series Trust Reverb ETF
RVSB,Riverview Bancorp Inc - Common Stock
RVSN,Rail Vision Ltd. - Ordinary Shares
RVSNW,Rail Vision Ltd. - Warrant
RVYL,Ryvyl Inc. - Common Stock
RW,EA Series Trust Rainwater Equity ETF
RWAY,Runway Growth Finance Corp. - Common Stock
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027
RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF
RWK,Invesco Exchange-Traded Fund Trust II Invesco S&P MidCap 400 Revenue ETF
RWL,Invesco Exchange-Traded Fund Trust II Invesco S&P 500 Revenue ETF
RWM,ProShares Short Russell2000
RWO,SPDR DJ Wilshire Global Real Estate ETF
RWR,SPDR DJ Wilshire REIT ETF
RWX,SPDR DJ Wilshire Intl Real Estate
RXD,ProShares UltraShort Health Care
RXI,iShares Global Consumer Discretionary ETF
RXL,ProShares Ultra Health Care
RY,Royal Bank Of Canada Common Stock
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYDE,Ryde Group Ltd. Class A Ordinary Shares
RYET,Ruanyun Edai Technology Inc. - Ordinary shares
RYI,Ryerson Holding Corporation Common Stock
RYLD,Global X Russell 2000 Covered Call ETF
RYLG,Global X Funds Global X Russell 2000 Covered Call & Growth ETF
RYN,Rayonier Inc. REIT Common Stock
RYSE,Vest 10 Year Interest Rate Hedge ETF
RZG,Invesco S&P Smallcap 600 Pure Growth ETF
RZLV,Rezolve AI PLC - Ordinary Shares
RZLVW,Rezolve AI PLC - Warrants
RZV,Invesco S&P Smallcap 600 Pure Value ETF
SAA,ProShares Ultra SmallCap600
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest
SABR,Sabre Corporation - Common Stock
SACH,Sachem Capital Corp. Common Shares
SACH$A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock
SAEF,Schwab Ariel Opportunities ETF
SAFE,Safehold Inc. New Common Stock
SAGP,The Advisors' Inner Circle Fund III Strategas Global Policy Opportunities ETF
SAGT,SAGTEC GLOBAL LIMITED - Ordinary shares
SAIC,Science Applications International Corporation - Common Stock
SAIH,SAIHEAT Limited - Class A Ordinary Shares
SAIHW,SAIHEAT Limited - Warrant
SAJ,Saratoga Investment Corp 8.00% Notes due 2027
SAMG,Silvercrest Asset Management Group Inc. - Common Stock
SAMM,The Advisors' Inner Circle Fund III Strategas Macro Momentum ETF
SAMT,The Advisors' Inner Circle Fund III Strategas Macro Thematic Opportunities ETF
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SANG,Sangoma Technologies Corporation - Common Shares
SANM,Sanmina Corporation - Common Stock
SAP,SAP  SE ADS
SAPH,Precidian ETFs Trust SAP SE ADRhedged
SAR,Saratoga Investment Corp New
SARK,Tradr 1X Short Innovation Daily ETF
SAT,Saratoga Investment Corp 6.00% Notes due 2027
SATL,Satellogic Inc. - Class A Common Stock
SATLW,Satellogic Inc. - Warrant
SATO,Invesco Alerian Galaxy Crypto Economy ETF
SATS,EchoStar Corporation - Common stock
SAUG,FT Vest U.S. Small Cap Moderate Buffer ETF - August
SAWG,ETF Series Solutions AAM Sawgrass US Large Cap Quality Growth ETF
SAWS,ETF Series Solutions AAM Sawgrass US Small Cap Quality Growth ETF
SAY,Saratoga Investment Corp 8.125% Notes due 2027
SAZ,Saratoga Investment Corp 8.50% Notes due 2028
SBAC,SBA Communications Corporation - Class A Common Stock
SBAR,Simplify Exchange Traded Funds Simplify Barrier Income ETF
SBB,ProShares Short SmallCap600
SBC,SBC Medical Group Holdings Incorporated - Common Stock
SBCF,Seacoast Banking Corporation of Florida - Common Stock
SBCWW,SBC Medical Group Holdings Incorporated - Warrants
SBFM,Sunshine Biopharma Inc. - Common stock
SBFMW,Sunshine Biopharma Inc. - Warrant
SBI,Western Asset Intermediate Muni Fund Inc Common Stock
SBIL,Simplify Exchange Traded Funds Simplify Government Money Market ETF
SBIO,ALPS Medical Breakthroughs ETF
SBIT,ProShares Trust ProShares UltraShort Bitcoin ETF
SBLK,Star Bulk Carriers Corp. - Common Shares
SBND,Columbia Short Duration Bond ETF
SBR,Sabine Royalty Trust Common Stock
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSW,D/B/A Sibanye-Stillwater Limited ADS
SBUX,Starbucks Corporation
SBXD,SilverBox Corp IV Class A Ordinary Shares
SCAG,Scage Future - American Depositary Shares
SCAGW,Scage Future - Warrants
SCAP,Infrastructure Capital Small Cap Income ETF
SCC,ProShares UltraShort Consumer Discretionary
SCCC,Sachem Capital Corp. 7.75% Notes due 2025
SCCD,Sachem Capital Corp. 6.00% Notes due 2026
SCCE,Sachem Capital Corp. 6.00% Notes due 2027
SCCF,Sachem Capital Corp. 7.125% Notes due 2027
SCCG,Sachem Capital Corp. 8.00% Notes due 2027
SCCO,Southern Copper Corporation Common Stock
SCCR,Schwab Strategic Trust Schwab Core Bond ETF
SCD,LMP Capital and Income Fund Inc. Common Stock
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN
SCDS,JPMorgan Fundamental Data Science Small Core ETF
SCDV,ETF Series Solutions Bahl & Gaynor Small Cap Dividend ETF
SCE$G,SCE Trust II Trust Preferred Securities
SCE$J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities
SCE$K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities
SCE$L,SCE TRUST VI
SCE$M,SCE Trust VII 7.50% Trust Preference Securities
SCE$N,SCE Trust VIII 6.95% Trust Preference Securities
SCEC,Capitol Series Trust Sterling Capital Enhanced Core Bond ETF
SCHA,Schwab U.S. Small-Cap ETF
SCHB,Schwab U.S. Broad Market ETF
SCHC,Schwab International Small-Cap Equity ETF
SCHD,Schwab US Dividend Equity ETF
SCHE,Schwab Emerging Markets Equity ETF
SCHF,Schwab International Equity ETF
SCHG,Schwab U.S. Large-Cap Growth ETF
SCHH,Schwab U.S. REIT ETF
SCHI,Schwab 5-10 Year Corporate Bond ETF
SCHJ,Schwab 1-5 Year Corporate Bond ETF
SCHK,Schwab 1000 Index ETF
SCHL,Scholastic Corporation - Common Stock
SCHM,Schwab U.S. Mid Cap ETF
SCHO,Schwab Short-Term U.S. Treasury ETF
SCHP,Schwab U.S. TIPs ETF
SCHQ,Schwab Long-Term U.S. Treasury ETF
SCHR,Schwab Intermediate-Term U.S. Treasury ETF
SCHV,Schwab U.S. Large-Cap Value ETF
SCHW,Charles Schwab Corporation (The) Common Stock
SCHX,Schwab U.S. Large-Cap ETF
SCHY,Schwab International Dividend Equity ETF
SCHZ,Schwab US Aggregate Bond ETF
SCI,Service Corporation International Common Stock
SCIO,First Trust Exchange-Traded Fund IV First Trust Structured Credit Income Opportunities ETF
SCJ,iShares MSCI Japan Sm Cap
SCL,Stepan Company Common Stock
SCLX,Scilex Holding Company - Common Stock
SCLXW,Scilex Holding Company - Warrant
SCLZ,Northern Lights Fund Trust III Swan Enhanced Dividend Income ETF
SCM,Stellus Capital Investment Corporation Common Stock
SCMB,Schwab Strategic Trust Schwab Municipal Bond ETF
SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares
SCO,ProShares UltraShort Bloomberg Crude Oil
SCPH,scPharmaceuticals Inc. - Common Stock
SCS,Steelcase Inc. Common Stock
SCUS,Schwab Strategic Trust Schwab Ultra-Short Income ETF
SCWO,374Water Inc. - common stock
SCYB,Schwab Strategic Trust Schwab High Yield Bond ETF
SCZ,iShares MSCI EAFE Small-Cap ETF
SDA,SunCar Technology Group Inc. - Ordinary Shares
SDAWW,SunCar Technology Group Inc. - Warrant
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund
SDCP,Virtus ETF Trust II Virtus Newfleet Short Duration Core Plus Bond ETF
SDD,ProShares UltraShort SmallCap600
SDEM,Global X MSCI SuperDividend Emerging Markets ETF
SDG,iShares MSCI Global Sustainable Development Goals ETF
SDHC,Smith Douglas Homes Corp. Class A Common Stock
SDHI,Siddhi Acquisition Corp - Class A Common stock
SDHIR,Siddhi Acquisition Corp - Right
SDHIU,Siddhi Acquisition Corp - Unit
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
SDIV,Global X SuperDividend ETF
SDM,Smart Digital Group Limited - Ordinary Shares
SDOG,ALPS Sector Dividend Dogs ETF
SDOT,Sadot Group Inc. - Common Stock
SDOW,UltraPro Short Dow30
SDP,ProShares UltraShort Utilities
SDRL,Seadrill Limited Common Shares
SDS,ProShares UltraShort S&P500
SDSI,American Century Short Duration Strategic Income ETF
SDST,Stardust Power Inc. - Common Stock
SDSTW,Stardust Power Inc. - Warrant
SDTY,YieldMax S&P 500 0DTE Covered Call Strategy ETF
SDVD,FT Vest SMID Rising Dividend Achievers Target Income ETF
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF
SDY,SPDR S&P Dividend ETF
SEA,ETF Series Solutions U.S. Global Sea to Sky Cargo ETF
SEAL$A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units
SEAL$B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
SEAT,Vivid Seats Inc. - Class A common stock
SEATW,Vivid Seats Inc. - Warrant
SEB,Seaboard Corporation Common Stock
SECR,NYLI MacKay Securitized Income ETF
SECT,Northern Lights Fund Trust IV Main Sector Rotation ETF
SEE,Sealed Air Corporation Common Stock
SEED,Origin Agritech Limited - Ordinary Shares
SEEM,SEI Select Emerging Markets Equity ETF
SEF,ProShares Short Financials
SEG,Seaport Entertainment Group Inc. Common Stock
SEIC,SEI Investments Company - Common Stock
SEIE,SEI Select International Equity ETF
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF
SEIQ,SEI Enhanced U.S. Large Cap Quality Factor ETF
SEIS,SEI Select Small Cap ETF
SEIV,SEI Enhanced U.S. Large Cap Value Factor ETF
SEIX,Virtus Seix Senior Loan ETF
SELV,SEI Enhanced Low Volatility U.S. Large Cap ETF
SELX,Semilux International Ltd. - Ordinary Shares
SEM,Select Medical Holdings Corporation Common Stock
SEMG,EA Series Trust Suncoast Select Growth ETF
SEMI,Columbia Select Technology ETF
SEMICONDUCTORS & SEMICONDUCTOR EQUIPMENT.AX,Semiconductors & Semiconductor Equipment
SENEA,Seneca Foods Corp. - Class A Common Stock
SENEB,Seneca Foods Corp. - Class B Common Stock
SEPM,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Max Buffer ETF - September
SEPP,PGIM S&P 500 Buffer 12 ETF - September
SEPT,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 Sep ETF
SEPU,AIM ETF Products Trust AllianzIM U.S. Equity Buffer15 Uncapped Sep ETF
SEPW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 Sep ETF
SEPZ,TrueShares Structured Outcome (September) ETF
SERV,Serve Robotics Inc. - Common Stock
SES,SES AI Corporation Class A Common Stock
SETH,ProShares Short Ether ETF
SETM,Sprott Critical Materials ETF
SEVN,Seven Hills Realty Trust  - Common Stock
SEZL,Sezzle Inc. - Common Stock
SF,Stifel Financial Corporation Common Stock
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
SFEB,First Trust Exchange-Traded Fund VIII FT Vest U.S. Small Cap Moderate Buffer ETF - February
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share
SFL,SFL Corporation Ltd
SFLO,VictoryShares Small Cap Free Cash Flow ETF
SFLR,Innovator ETFs Trust Innovator Equity Managed Floor ETF
SFNC,Simmons First National Corporation - Common Stock
SFTY,Horizon Funds Horizon Managed Risk ETF
SFWL,Shengfeng Development Limited - Class A Ordinary Shares
SFY,SoFi Select 500 ETF
SFYF,SoFi Social 50 ETF
SFYX,SoFi Next 500 ETF
SGBX,Safe & Green Holdings Corp. - Common Stock
SGD,Safe and Green Development Corporation - Common Stock
SGDJ,Sprott Junior Gold Miners ETF
SGDM,Sprott Gold Miners ETF
SGHC,Super Group (SGHC) Limited Ordinary Shares
SGI,Somnigroup International Inc. Common Stock
SGLY,Singularity Future Technology Ltd. - Common Stock
SGML,Sigma Lithium Corporation - common shares
SGMT,Sagimet Biosciences Inc. - Series A Common Stock
SGOL,abrdn Physical Gold Shares ETF
SGOV,iShares 0-3 Month Treasury Bond ETF
SGU,Star Group L.P. Common Stock
SGVT,Schwab Strategic Trust Schwab Government Money Market ETF
SH,ProShares Short S&P500
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund
SHC,Sotera Health Company - Common Stock
SHCO,Soho House & Co Inc. Class A Common Stock
SHDG,Trust For Advised Portfolios Soundwatch Hedged Equity ETF
SHE,SPDR MSCI USA Gender Diversity ETF
SHEH,Precidian ETFs Trust Shell plc ADRhedged
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares)
SHEN,Shenandoah Telecommunications Co - Common Stock
SHG,Shinhan Financial Group Co Ltd American Depositary Shares
SHIM,Shimmick Corporation - Common Stock
SHIP,Seanergy Maritime Holdings Corp. - Common Stock
SHLD,Global X Funds Global X Defense Tech ETF
SHM,SPDR Nuveen ICE Short Term Municipal Bond ETF
SHMD,SCHMID Group N.V. - Class A Ordinary Shares
SHMDW,SCHMID Group N.V. - Warrants
SHOC,EA Series Trust Strive U.S. Semiconductor ETF
SHOP,Shopify Inc. - Class A Subordinate Voting Shares
SHPD,Direxion Daily SHOP Bear 1X ETF
SHPP,Pacer Funds Pacer Industrials and Logistics ETF
SHPU,Direxion Daily SHOP Bull 2X ETF
SHRT,Gotham Short Strategies ETF
SHRY,First Trust Bloomberg Shareholder Yield ETF
SHUS,Exchange Listed Funds Trust Stratified LargeCap Hedged ETF
SHV,iShares Short Treasury Bond ETF
SHW,Sherwin-Williams Company (The) Common Stock
SHY,iShares 1-3 Year Treasury Bond ETF
SHYD,VanEck ETF Trust VanEck Short High Yield Muni ETF
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF
SHYL,Xtrackers Short Duration High Yield Bond ETF
SHYM,iShares Short Duration High Yield Muni Active ETF
SID,Companhia Siderurgica Nacional S.A. Common Stock
SIEB,Siebert Financial Corp. - Common Stock
SIFI,Harbor Scientific Alpha Income ETF
SIFY,Sify Technologies Limited - American Depository Shares
SIG,Signet Jewelers Limited Common Shares
SIGA,SIGA Technologies Inc. - Common Stock
SIHY,Harbor Scientific Alpha High-Yield ETF
SII,Sprott Inc. Common Shares
SIJ,ProShares UltraShort Industrials
SIL,Global X Silver Miners ETF
SILC,Silicom Ltd - Ordinary Shares
SILJ,Amplify ETF Trust Amplify Junior Silver Miners ETF
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares
SIMAU,SIM Acquisition Corp. I - Unit
SIMAW,SIM Acquisition Corp. I - Warrant
SIMS,SPDR S&P Kensho Intelligent Structures ETF
SIO,Touchstone Strategic Income ETF
SIRI,SiriusXM Holdings Inc. - Common Stock
SITC,SITE Centers Corp. Common Stock
SITM,SiTime Corporation - Common Stock
SIVR,abrdn Physical Silver Shares ETF
SIXA,ETC 6 Meridian Mega Cap Equity ETF
SIXD,SHL Telemedicine Ltd AllianzIM U.S. Large Cap 6 Month Buffer10 Jun/Dec ETF
SIXF,AIM ETF Products Trust AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF
SIXG,Defiance Connective Technologies ETF
SIXH,ETC 6 Meridian Hedged Equity Index Option ETF
SIXJ,AIM ETF Products Trust AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF
SIXL,ETC 6 Meridian Low Beta Equity ETF
SIXO,AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF
SIXP,AIM ETF Products Trust AllianzIM U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF
SIXS,ETC 6 Meridian Small Cap Equity ETF
SIXZ,SHL Telemedicine Ltd AllianzIM U.S. Large Cap 6 Month Buffer10 May/Nov ETF
SIZE,iShares MSCI USA Size Factor ETF
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares
SJB,ProShares Short High Yield
SJCP,SanJac Alpha Core Plus Bond ETF
SJLD,SanJac Alpha Low Duration ETF
SJM,The J.M. Smucker Company Common Stock
SJNK,SPDR Bloomberg Short Term High Yield Bond ETF
SJT,San Juan Basin Royalty Trust Common Stock
SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares
SKE,Skeena Resources Limited Common Shares
SKF,ProShares UltraShort Financials
SKIL,Skillsoft Corp. Class A Common Stock
SKIN,The Beauty Health Company - Class A Common Stock
SKK,SKK Holdings Limited - Ordinary Shares
SKLZ,Skillz Inc. Class A Common Stock
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund
SKRE,Tuttle Capital Daily 2X Inverse Regional Banks ETF
SKT,Tanger Inc. Common Stock
SKYH,Sky Harbour Group Corporation Class A Common Stock
SKYQ,Sky Quarry Inc. - Common Stock
SKYU,ProShares Ultra Cloud Computing
SKYX,SKYX Platforms Corp. - Common Stock
SKYY,First Trust Cloud Computing ETF
SLB,Schlumberger N.V. Common Stock
SLDB,Solid Biosciences Inc. - Common Stock
SLDR,Global X Funds Global X Short-Term Treasury Ladder ETF
SLF,Sun Life Financial Inc. Common Stock
SLG,SL Green Realty Corp Common Stock
SLG$I,SL Green Realty Corporation Preferred Series I
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares
SLGN,Silgan Holdings Inc. Common Stock
SLI,Standard Lithium Ltd. Common Shares
SLM,SLM Corporation - Common Stock
SLN,Silence Therapeutics Plc - American Depository Share
SLNZ,TCW Senior Loan ETF
SLON,ProShares Trust ProShares Ultra Solana ETF
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF
SLRC,SLR Investment Corp. - Closed End Fund
SLSR,Solaris Resources Inc. Common Shares
SLV,iShares Silver Trust
SLVM,Sylvamo Corporation Common Stock
SLVP,iShares MSCI Global Silver Miners Fund
SLVR,Sprott Silver Miners & Physical Silver ETF
SLX,VanEck Steel ETF
SLXN,Silexion Therapeutics Corp - Ordinary Shares
SLXNW,Silexion Therapeutics Corp - Warrant
SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK)
SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK
SM,SM Energy Company Common Stock
SMAP,Amplify ETF Trust Amplify Small-Mid Cap Equity ETF
SMAX,iShares Trust iShares Large Cap Max Buffer Sep ETF
SMAY,FT Vest U.S. Small Cap Moderate Buffer ETF - May
SMB,VanEck ETF Trust VanEck Short Muni ETF
SMBS,Schwab Strategic Trust Schwab Mortgage-Backed Securities ETF
SMC,Summit Midstream Corporation Common Stock
SMCF,Themes US Small Cap Cash Flow Champions ETF
SMCL,GraniteShares 2x Long SMCI Daily ETF
SMCO,Hilton Small-MidCap Opportunity ETF
SMCX,Defiance Daily Target 2X Long SMCI ETF
SMCY,Tidal Trust II YieldMax SMCI Option Income Strategy ETF
SMCZ,Defiance Daily Target 2X Short SMCI ETF
SMDD,UltraPro Short MidCap400
SMDV,ProShares Russell 2000 Dividend Growers ETF
SMDX,Tidal Trust III Intech S&P Small-Mid Cap Diversified Alpha ETF
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SMG,Scotts Miracle-Gro Company (The) Common Stock
SMH,VanEck Semiconductor ETF
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B
SMHI,SEACOR Marine Holdings Inc. Common Stock
SMHX,VanEck Fabless Semiconductor ETF
SMID,Smith-Midland Corporation - Common Stock
SMIG,Bahl & Gaynor Small/Mid Cap Income Growth ETF
SMIN,Ishares MSCI India Small Cap ETF
SMIZ,Zacks Trust Zacks Small/Mid Cap ETF
SMLF,iShares U.S. Small-Cap Equity Factor ETF
SMLL,Harbor ETF Trust Harbor Active Small Cap ETF
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF
SMMD,iShares Trust iShares Russell 2500 ETF
SMMT,Summit Therapeutics Inc.  - Common Stock
SMMU,Short Term Municipal Bond Active Exchange-Traded Fund
SMMV,iShares MSCI USA Small-Cap Min Vol Factor ETF
SMN,ProShares UltraShort Materials
SMOG,VanEck Low Carbon Energy ETF
SMOT,VanEck ETF Trust VanEck Morningstar SMID Moat ETF
SMPL,The Simply Good Foods Company - Common Stock
SMR,NuScale Power Corporation Class A Common Stock
SMRI,Bushido Capital US Equity ETF
SMST,Defiance Daily Target 2x Short MSTR ETF
SMTC,Semtech Corporation - Common Stock
SMTH,ALPS ETF Trust ALPS
SMTI,Sanara MedTech Inc. - Common Stock
SMU,Tradr 2X Long SMR Daily ETF
SMUP,ETF Opportunities Trust T-REX 2X Long SMR Daily Target ETF
SMWB,Similarweb Ltd. Ordinary Shares
SMX,SMX (Security Matters) Public Limited Company - Class A Ordinary Shares
SMXT,Solarmax Technology Inc. - Common Stock
SMXWW,SMX (Security Matters) Public Limited Company - Warrant
SNA,Snap-On Incorporated Common Stock
SNAP,Snap Inc. Class A Common Stock
SNAV,Collaborative Investment Series Trust Mohr Sector Nav ETF
SNBR,Sleep Number Corporation - Common Stock
SNDK,Sandisk Corporation - Common Stock
SNDL,SNDL Inc. - Common Shares
SNEX,StoneX Group Inc. - Common Stock
SNFCA,Security National Financial Corporation - Class A Common Stock
SNOU,ETF Opp Tr T-REX 2X Long SNOW Daily Target ETF
SNOV,FT Vest U.S. Small Cap Moderate Buffer ETF - November
SNOW,Snowflake Inc. Common Stock
SNOY,Tidal Trust II YieldMax SNOW Option Income Strategy ETF
SNPD,Xtrackers S&P Dividend Aristocrats Screened ETF
SNPE,Xtrackers S&P 500 Scored & Screened ETF
SNPG,Xtrackers S&P 500 Growth Scored & Screened ETF
SNPV,Xtrackers S&P 500 Value Scored & Screened ETF
SNRE,Sunrise Communications AG - American Depositary Shares representing Class A shares
SNSR,Global X Internet of Things ETF
SNT,Senstar Technologies Corporation - Common Shares
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares
SNTH,Tidal Trust III MRP SynthEquity ETF
SNV,Synovus Financial Corp. Common Stock
SNX,TD SYNNEX Corporation Common Stock
SNY,Sanofi - American Depositary Shares
